protocol,latency,hops,oob_interaction,correct
atis,224.796,5,2,1
atis,315.249,4,2,1
atis,467.808,5,2,1
atis,539.769,5,2,1
atis,211.556,7,2,1
atis,461.578,2,2,1
atis,380.757,2,2,1
atis,577.899,3,2,1
atis,357.847,6,2,1
atis,290.319,6,2,1
atis,499.463,6,2,1
atis,390.237,7,2,1
atis,401.107,6,2,1
atis,287.599,6,2,1
atis,636.328,6,2,1
atis,242.91,6,2,1
atis,415.14,6,2,1
atis,395.651,5,2,1
atis,716.269,5,2,1
atis,303.666,6,2,1
atis,202.094,5,2,1
atis,337.021,3,2,1
atis,385.381,5,2,1
atis,424.363,2,2,1
atis,265.455,5,2,1
atis,354.215,5,2,1
atis,310.465,3,2,1
atis,586.982,3,2,1
atis,256.773,3,2,1
atis,359.052,3,2,1
atis,514.825,2,2,1
atis,545.47,3,2,1
atis,424.727,3,2,1
atis,313.863,2,2,1
atis,493.519,4,2,1
atis,287.773,4,2,1
atis,315.118,3,2,1
atis,243.746,2,2,1
atis,308.39,4,2,1
atis,393.747,4,2,1
atis,339.861,3,2,1
atis,300.072,4,2,1
atis,569.414,4,2,1
atis,418.607,2,2,1
atis,217.64,5,2,1
atis,315.13,4,2,1
atis,574.106,2,2,1
atis,479.68,6,2,1
atis,555.278,3,2,1
atis,329.677,3,2,1
atis,552.682,3,2,1
atis,281.076,4,2,1
atis,340.958,3,2,1
atis,220.535,5,2,1
atis,572.916,3,2,1
atis,321.9,3,2,1
atis,293.861,3,2,1
atis,355.511,4,2,1
atis,530.656,3,2,1
atis,210.309,6,2,1
atis,279.278,3,2,1
atis,288.822,3,2,1
atis,539.239,2,2,1
atis,333.514,3,2,1
atis,367.918,3,2,1
atis,348.038,3,2,1
atis,595.731,4,2,1
atis,465.14,4,2,1
atis,350.29,4,2,1
atis,245.706,4,2,1
atis,518.126,4,2,1
atis,301.979,4,2,1
atis,327.224,3,2,1
atis,262.107,4,2,1
atis,671.413,3,2,1
atis,305.883,3,2,1
atis,550.528,5,2,1
atis,368.691,4,2,1
atis,419.568,4,2,1
atis,270.979,3,2,1
atis,374.558,4,2,1
atis,311.619,4,2,1
atis,391.497,4,2,1
atis,289.56,3,2,1
atis,229.863,4,2,1
atis,356.655,5,2,1
atis,348.341,3,2,1
atis,320.042,4,2,1
atis,385.375,4,2,1
atis,383.009,3,2,1
atis,369.079,4,2,1
atis,257.001,3,2,1
atis,368.263,2,2,1
atis,333.97,5,2,1
atis,283.45,5,2,1
atis,389.541,5,2,1
atis,395.984,4,2,1
atis,382.967,4,2,1
atis,255.88,4,2,1
atis,460.403,4,2,1
atis,323.247,4,2,1
atis,334.705,5,2,1
atis,342.686,3,2,1
atis,305.664,4,2,1
atis,296.54,3,2,1
atis,301.964,4,2,1
atis,177.378,5,2,1
atis,276.572,4,2,1
atis,435.78,4,2,1
atis,411.469,5,2,1
atis,166.501,6,2,1
atis,261.849,5,2,1
atis,344.193,5,2,1
atis,371.094,3,2,1
atis,257.82,4,2,1
atis,252.459,4,2,1
atis,326.367,2,2,1
atis,329.97,3,2,1
atis,403.467,3,2,1
atis,301.994,5,2,1
atis,244.419,3,2,1
atis,212.252,4,2,1
atis,159.161,3,2,1
atis,388.527,4,2,1
atis,308.127,3,2,1
atis,260.587,4,2,1
atis,356.56,4,2,1
atis,345.637,5,2,1
atis,265.044,2,2,1
atis,285.227,4,2,1
atis,392.312,4,2,1
atis,563.196,6,2,1
atis,255.775,3,2,1
atis,162.937,6,2,1
atis,371.219,6,2,1
atis,539.278,5,2,1
atis,244.828,4,2,1
atis,266.001,3,2,1
atis,457.25,5,2,1
atis,423.813,5,2,1
atis,394.952,5,2,1
atis,182.37,5,2,1
atis,309.069,4,2,1
atis,214.385,6,2,1
atis,338.655,3,2,1
atis,268.534,3,2,1
atis,249.886,4,2,1
atis,428.407,3,2,1
atis,260.71,3,2,1
atis,158.625,4,2,1
atis,205.596,5,2,1
atis,471.465,2,2,1
atis,178.6,6,2,1
atis,219.99,5,2,1
atis,219.128,4,2,1
atis,357.465,4,2,1
atis,339.677,5,2,1
atis,315.319,4,2,1
atis,225.614,6,2,1
atis,398.404,4,2,1
atis,295.927,6,2,1
atis,223.24,5,2,1
atis,197.772,3,2,1
atis,192.856,6,2,1
atis,350.427,5,2,1
atis,304.066,5,2,1
atis,324.457,4,2,1
atis,159.632,3,2,1
atis,244.31,4,2,1
atis,234.701,5,2,1
atis,334.052,7,2,1
atis,238.943,5,2,1
atis,329.877,5,2,1
atis,250.623,6,2,1
