protocol,latency,hops,oob_interaction,correct
cpex,1201.604,5,4,1
cpex,624.169,3,2,1
cpex,425.134,3,2,1
cpex,506.369,5,2,1
cpex,528.326,5,2,1
cpex,642.631,5,2,1
cpex,679.038,5,2,1
cpex,579.262,3,2,1
cpex,1304.436,5,4,1
cpex,675.712,3,2,1
cpex,692.903,6,2,1
cpex,601.421,4,2,1
cpex,608.068,3,2,1
cpex,647.011,3,2,1
cpex,416.859,4,2,1
cpex,1175.137,5,4,1
cpex,660.43,4,2,1
cpex,414.862,5,2,1
cpex,573.824,4,2,1
cpex,743.407,4,2,1
cpex,477.08,3,2,1
cpex,632.773,4,2,1
cpex,729.007,4,2,1
cpex,595.199,3,2,1
cpex,634.527,5,2,1
cpex,776.702,6,4,1
cpex,616.669,3,2,1
cpex,620.173,5,2,1
cpex,733.238,3,2,1
cpex,592.924,3,2,1
cpex,645.834,4,2,1
cpex,664.637,6,2,1
cpex,641.61,5,2,1
cpex,650.056,3,2,1
cpex,640.229,5,2,1
cpex,588.539,6,2,1
cpex,640.499,6,2,1
cpex,562.05,5,2,1
cpex,501.409,6,2,1
cpex,641.402,6,2,1
cpex,642.157,6,2,1
cpex,589.358,4,2,1
cpex,415.026,6,2,1
cpex,620.481,4,2,1
cpex,651.351,3,2,1
cpex,597.238,5,2,1
cpex,1297.713,4,4,1
cpex,609.586,3,2,1
cpex,1293.24,6,4,1
cpex,1013.196,5,4,1
cpex,803.182,5,4,1
cpex,1566.424,5,4,1
cpex,497.426,5,2,1
cpex,640.338,4,2,1
cpex,820.413,5,2,1
cpex,657.083,5,2,1
cpex,1316.234,6,4,1
cpex,1330.958,5,4,1
cpex,628.984,5,2,1
cpex,684.635,6,2,1
cpex,505.972,5,2,1
cpex,1004.174,5,4,1
cpex,607.322,4,2,1
cpex,1236.24,5,4,1
cpex,618.84,3,2,1
cpex,1202.483,7,4,1
cpex,636.299,5,2,1
cpex,664.825,4,2,1
cpex,1171.596,6,4,1
cpex,1341.392,5,4,1
cpex,598.949,5,2,1
cpex,1050.561,4,4,1
cpex,517.21,4,2,1
cpex,606.024,3,2,1
cpex,489.283,3,2,1
cpex,402.769,4,2,1
cpex,494.498,4,2,1
cpex,627.897,5,2,1
cpex,600.299,6,2,1
cpex,630.581,7,2,1
cpex,621.826,4,2,1
cpex,1187.887,6,4,1
cpex,508.991,5,2,1
cpex,673.164,7,2,1
cpex,610.438,5,2,1
cpex,666.537,5,2,1
cpex,439.379,5,2,1
cpex,594.456,3,2,1
cpex,619.69,3,2,1
cpex,651.368,6,2,1
cpex,608.3,6,2,1
cpex,448.072,5,2,1
cpex,686.443,6,2,1
cpex,749.17,4,2,1
cpex,599.504,4,2,1
cpex,638.751,5,2,1
cpex,619.672,5,2,1
cpex,679.852,4,2,1
cpex,627.701,4,2,1
cpex,584.489,4,2,1
cpex,657.809,5,2,1
cpex,357.057,4,2,1
cpex,490.654,4,2,1
cpex,510.51,5,2,1
cpex,624.271,5,2,1
cpex,609.456,6,2,1
cpex,418.804,5,2,1
cpex,448.375,4,2,1
cpex,698.06,4,2,1
cpex,1341.998,4,4,1
cpex,634.917,4,2,1
cpex,1326.894,4,4,1
cpex,281.436,4,2,1
cpex,630.356,4,2,1
cpex,582.885,4,2,1
cpex,639.828,3,2,1
cpex,606.912,4,2,1
cpex,654.299,5,2,1
cpex,574.204,5,2,1
cpex,1211.921,4,4,1
cpex,634.566,4,2,1
cpex,505.167,3,2,1
cpex,663.628,4,2,1
cpex,664.569,3,2,1
cpex,673.599,5,2,1
cpex,630.501,2,2,1
cpex,1193.515,4,4,1
cpex,838.169,5,2,1
cpex,464.255,5,2,1
cpex,491.152,3,2,1
cpex,623.057,4,2,1
cpex,512.841,3,2,1
cpex,686.051,4,2,1
cpex,432.003,6,2,1
cpex,1216.28,6,4,1
cpex,1350.155,4,4,1
cpex,1206.487,5,4,1
cpex,1047.439,5,4,1
cpex,578.796,5,2,1
cpex,682.18,4,2,1
cpex,507.679,5,2,1
cpex,463.816,5,2,1
cpex,1200.687,6,4,1
cpex,1152.37,5,4,1
cpex,632.731,5,2,1
cpex,626.348,6,2,1
cpex,496.866,5,2,1
cpex,1217.285,5,4,1
cpex,624.971,4,2,1
cpex,1356.274,5,4,1
cpex,602.013,3,2,1
cpex,1254.677,7,4,1
cpex,591.229,5,2,1
cpex,527.712,4,2,1
cpex,1371.993,6,4,1
cpex,1160.417,5,4,1
cpex,602.457,5,2,1
cpex,1186.01,4,4,1
cpex,1441.524,5,4,1
cpex,569.418,3,2,1
cpex,698.077,4,2,1
cpex,638.167,5,2,1
cpex,491.568,6,2,1
cpex,585.203,6,2,1
cpex,663.754,6,2,1
cpex,515.409,3,2,1
cpex,1283.72,5,4,1
cpex,583.882,4,2,1
cpex,677.46,6,2,1
cpex,315.016,5,2,1
cpex,756.312,4,2,1
cpex,747.861,3,2,1
cpex,361.013,5,2,1
cpex,1278.72,6,4,1
cpex,658.904,3,2,1
cpex,652.196,5,2,1
cpex,577.607,5,2,1
cpex,667.278,5,2,1
cpex,525.561,4,2,1
cpex,765.25,5,2,1
cpex,974.33,4,4,1
cpex,640.899,3,2,1
cpex,1419.351,4,4,1
cpex,556.019,3,2,1
cpex,686.854,3,2,1
cpex,611.172,4,2,1
cpex,584.63,3,2,1
cpex,1388.539,5,4,1
cpex,605.181,3,2,1
cpex,624.317,4,2,1
cpex,708.062,4,2,1
cpex,717.979,4,2,1
cpex,1260.448,5,4,1
cpex,523.075,3,2,1
cpex,784.227,4,2,1
cpex,1147.617,4,4,1
cpex,1071.439,6,4,1
cpex,775.986,3,2,1
cpex,621.33,4,2,1
cpex,1167.658,6,4,1
cpex,1290.306,4,4,1
cpex,687.294,4,2,1
cpex,1276.741,6,4,1
cpex,266.122,4,2,1
cpex,641.933,3,2,1
cpex,471.789,6,2,1
cpex,781.768,6,2,1
cpex,636.508,3,2,1
cpex,598.863,3,2,1
cpex,755.657,3,2,1
cpex,682.551,4,2,1
cpex,615.018,4,2,1
cpex,486.298,4,2,1
cpex,757.141,4,2,1
cpex,685.16,3,2,1
cpex,623.816,5,2,1
cpex,1373.964,4,4,1
cpex,731.658,4,2,1
cpex,610.849,3,2,1
cpex,561.86,5,2,1
cpex,726.158,5,2,1
cpex,749.448,4,2,1
cpex,533.765,5,2,1
cpex,472.881,4,2,1
cpex,682.629,4,2,1
cpex,621.153,5,2,1
cpex,753.54,5,2,1
cpex,562.364,5,2,1
cpex,624.897,2,2,1
cpex,1275.711,4,4,1
cpex,610.928,3,2,1
cpex,544.468,5,2,1
cpex,666.293,4,2,1
cpex,599.971,3,2,1
cpex,742.9,4,2,1
cpex,573.547,3,2,1
cpex,1546.264,5,4,1
cpex,686.343,5,2,1
cpex,665.945,2,2,1
cpex,578.938,4,2,1
